"Département - commune","Libellé de la commune","Région","Département","Code géographique du bassin de vie 2012","Libellé du bassin de vie 2012",,
"COM","LIB_COM","REG","DEP","BV","LIBBV",,
"02027","Assis-sur-Serre","22","02","02408","Laon",,
"02028","Athies-sous-Laon","22","02","02408","Laon",,
"02029","Attilly","22","02","02691","Saint-Quentin",,
"02030","Aubencheul-aux-Bois","22","02","59139","Caudry",,
"02031","Aubenton","22","02","02381","Hirson",,
"02032","Aubigny-aux-Kaisnes","22","02","80410","Ham",,
"02033","Aubigny-en-Laonnois","22","02","51454","Reims",,
"02034","Audignicourt","22","02","02795","Vic-sur-Aisne",,
"02035","Audigny","22","02","02361","Guise",,
"02036","Augy","22","02","02722","Soissons",,
"02037","Aulnois-sous-Laon","22","02","02408","Laon",,
"02038","Les Autels","22","02","02381","Hirson",,
"02039","Autremencourt","22","02","02468","Marle",,
"02040","Autreppes","22","02","02789","Vervins",,
"02041","Autreville","22","02","02173","Chauny",,
"02042","Azy-sur-Marne","22","02","02168","Château-Thierry",,
"02043","Bagneux","22","02","02722","Soissons",,
"02044","Bancigny","22","02","02789","Vervins",,
"02046","Barenton-Bugny","22","02","02408","Laon",,
"02047","Barenton-Cel","22","02","02408","Laon",,
"02048","Barenton-sur-Serre","22","02","02408","Laon",,
"02049","Barisis","22","02","02738","Tergnier",,
"02050","Barzy-en-Thiérache","22","02","02558","Le Nouvion-en-Thiérache",,
"02051","Barzy-sur-Marne","22","02","51217","Dormans",,
"02052","Bassoles-Aulers","22","02","02018","Pinon",,
"02053","Baulne-en-Brie","22","02","02168","Château-Thierry",,
"02054","Bazoches-sur-Vesles","22","02","51250","Fismes",,
"02055","Beaumé","22","02","02381","Hirson",,
"02056","Beaumont-en-Beine","22","02","80410","Ham",,
"02057","Beaurevoir","22","02","59139","Caudry",,
"02058","Beaurieux","22","02","51250","Fismes",,
"02059","Beautor","22","02","02738","Tergnier",,
"02060","Beauvois-en-Vermandois","22","02","80410","Ham",,
"02061","Becquigny","22","02","02095","Bohain-en-Vermandois",,
"02062","Belleau","22","02","02168","Château-Thierry",,
"02063","Bellenglise","22","02","02691","Saint-Quentin",,
"02064","Belleu","22","02","02722","Soissons",,
"02065","Bellicourt","22","02","59139","Caudry",,
"02066","Benay","22","02","02691","Saint-Quentin",,
"02067","Bergues-sur-Sambre","22","02","02558","Le Nouvion-en-Thiérache",,
"02068","Berlancourt","22","02","02468","Marle",,
"02069","Berlise","22","02","02381","Hirson",,
"02070","Bernot","22","02","02691","Saint-Quentin",,
"02071","Berny-Rivière","22","02","02795","Vic-sur-Aisne",,
"02072","Berrieux","22","02","51454","Reims",,
"02073","Berry-au-Bac","22","02","51454","Reims",,
"02074","Bertaucourt-Epourdon","22","02","02738","Tergnier",,
"02075","Berthenicourt","22","02","02691","Saint-Quentin",,
"02076","Bertricourt","22","02","51454","Reims",,
"02077","Berzy-le-Sec","22","02","02722","Soissons",,
"02078","Besmé","22","02","02173","Chauny",,
"02079","Besmont","22","02","02381","Hirson",,
"02080","Besny-et-Loizy","22","02","02408","Laon",,
"02081","Béthancourt-en-Vaux","22","02","02173","Chauny",,
"02082","Beugneux","22","02","02305","Fère-en-Tardenois",,
"02083","Beuvardes","22","02","02305","Fère-en-Tardenois",,
"02084","Bézu-le-Guéry","22","02","02163","Charly-sur-Marne",,
"02085","Bézu-Saint-Germain","22","02","02168","Château-Thierry",,
"02086","Bichancourt","22","02","02173","Chauny",,
"02087","Bieuxy","22","02","02722","Soissons",,
"02088","Bièvres","22","02","02408","Laon",,
"02089","Billy-sur-Aisne","22","02","02722","Soissons",,
"02090","Billy-sur-Ourcq","22","02","02810","Villers-Cotterêts",,
"02091","Blanzy-lès-Fismes","22","02","51250","Fismes",,
"02093","Blérancourt","22","02","60471","Noyon",,
"02094","Blesmes","22","02","02168","Château-Thierry",,
"02095","Bohain-en-Vermandois","22","02","02095","Bohain-en-Vermandois",,
"02096","Bois-lès-Pargny","22","02","02468","Marle",,
"02097","Boncourt","22","02","51454","Reims",,
"02098","Bonneil","22","02","02168","Château-Thierry",,
"02099","Bonnesvalyn","22","02","02168","Château-Thierry",,
"02100","Bony","22","02","59139","Caudry",,
"02101","Bosmont-sur-Serre","22","02","02468","Marle",,
"02102","Bouconville-Vauclair","22","02","02408","Laon",,
"02103","Boué","22","02","02558","Le Nouvion-en-Thiérache",,
"02104","Bouffignereux","22","02","51250","Fismes",,
"02105","Bouresches","22","02","02168","Château-Thierry",,
"02106","Bourg-et-Comin","22","02","51250","Fismes",,
"02107","Bourguignon-sous-Coucy","22","02","02173","Chauny",,
"02108","Bourguignon-sous-Montbavin","22","02","02408","Laon",,
"02109","La Bouteille","22","02","02789","Vervins",,
"02110","Braine","22","02","02722","Soissons",,
"02111","Brancourt-en-Laonnois","22","02","02018","Pinon",,
"02112","Brancourt-le-Grand","22","02","02095","Bohain-en-Vermandois",,
"02114","Brasles","22","02","02168","Château-Thierry",,
"02115","Braye-en-Laonnois","22","02","02722","Soissons",,
"02116","Braye-en-Thiérache","22","02","02789","Vervins",,
"02117","Bray-Saint-Christophe","22","02","80410","Ham",,
"02118","Braye","22","02","02722","Soissons",,
"02119","Brécy","22","02","02305","Fère-en-Tardenois",,
"02120","Brenelle","22","02","02722","Soissons",,
"02121","Breny","22","02","02305","Fère-en-Tardenois",,
"02122","Brie","22","02","02738","Tergnier",,
"02123","Brissay-Choigny","22","02","02738","Tergnier",,
"02124","Brissy-Hamégicourt","22","02","02738","Tergnier",,
"02125","Brumetz","22","02","02810","Villers-Cotterêts",,
"02126","Brunehamel","22","02","02381","Hirson",,
"02127","Bruyères-sur-Fère","22","02","02305","Fère-en-Tardenois",,
"02128","Bruyères-et-Montbérault","22","02","02408","Laon",,
"02129","Bruys","22","02","51250","Fismes",,
"02130","Bucilly","22","02","02381","Hirson",,
"02131","Bucy-le-Long","22","02","02722","Soissons",,
"02132","Bucy-lès-Cerny","22","02","02408","Laon",,
"02133","Bucy-lès-Pierrepont","22","02","02408","Laon",,
"02134","Buire","22","02","02381","Hirson",,
"02135","Buironfosse","22","02","02141","La Capelle",,
"02136","Burelles","22","02","02789","Vervins",,
"02137","Bussiares","22","02","02168","Château-Thierry",,
"02138","Buzancy","22","02","02722","Soissons",,
"02139","Caillouël-Crépigny","22","02","02173","Chauny",,
"02140","Camelin","22","02","60471","Noyon",,
"02141","La Capelle","22","02","02141","La Capelle",,
"02142","Castres","22","02","02691","Saint-Quentin",,
"02143","Le Catelet","22","02","59139","Caudry",,
"02144","Caulaincourt","22","02","02691","Saint-Quentin",,
"02145","Caumont","22","02","02173","Chauny",,
"02146","Celles-lès-Condé","22","02","02168","Château-Thierry",,
"02147","La Celle-sous-Montmirail","22","02","51380","Montmirail",,
"02148","Celles-sur-Aisne","22","02","02722","Soissons",,
"02149","Cerizy","22","02","02691","Saint-Quentin",,
"02150","Cerny-en-Laonnois","22","02","02408","Laon",,
"02151","Cerny-lès-Bucy","22","02","02408","Laon",,
"02152","Cerseuil","22","02","02722","Soissons",,
"02153","Cessières","22","02","02408","Laon",,
"02154","Chacrise","22","02","02722","Soissons",,
"02155","Chaillevois","22","02","02018","Pinon",,
"02156","Chalandry","22","02","02408","Laon",,
"02157","Chambry","22","02","02408","Laon",,
"02158","Chamouille","22","02","02408","Laon",,
"02159","Champs","22","02","02173","Chauny",,
"02160","Chaourse","22","02","02381","Hirson",,
"02161","La Chapelle-Monthodon","22","02","51217","Dormans",,
"02162","La Chapelle-sur-Chézy","22","02","02163","Charly-sur-Marne",,
"02163","Charly-sur-Marne","22","02","02163","Charly-sur-Marne",,
"02164","Le Charmel","22","02","02305","Fère-en-Tardenois",,
"02165","Charmes","22","02","02738","Tergnier",,
"02166","Chartèves","22","02","02168","Château-Thierry",,
"02167","Chassemy","22","02","02722","Soissons",,
"02168","Château-Thierry","22","02","02168","Château-Thierry",,
"02169","Châtillon-lès-Sons","22","02","02468","Marle",,
"02170","Châtillon-sur-Oise","22","02","02691","Saint-Quentin",,
"02171","Chaudardes","22","02","51250","Fismes",,
"02172","Chaudun","22","02","02722","Soissons",,
"02173","Chauny","22","02","02173","Chauny",,
"02174","Chavignon","22","02","02018","Pinon",,
"02175","Chavigny","22","02","02722","Soissons",,
"02176","Chavonne","22","02","02722","Soissons",,
"02177","Chérêt","22","02","02408","Laon",,
"02178","Chermizy-Ailles","22","02","02408","Laon",,
"02179","Chéry-Chartreuve","22","02","51250","Fismes",,
"02180","Chéry-lès-Pouilly","22","02","02408","Laon",,
"02181","Chéry-lès-Rozoy","22","02","02381","Hirson",,
"02182","Chevennes","22","02","02468","Marle",,
"02183","Chevregny","22","02","02408","Laon",,
"02184","Chevresis-Monceau","22","02","02408","Laon",,
"02185","Chézy-en-Orxois","22","02","02810","Villers-Cotterêts",,
"02186","Chézy-sur-Marne","22","02","02168","Château-Thierry",,
"02187","Chierry","22","02","02168","Château-Thierry",,
"02188","Chigny","22","02","02361","Guise",,
"02189","Chivres-en-Laonnois","22","02","02408","Laon",,
"02190","Chivres-Val","22","02","02722","Soissons",,
"02191","Chivy-lès-Étouvelles","22","02","02408","Laon",,
"02192","Chouy","22","02","02810","Villers-Cotterêts",,
"02193","Cierges","22","02","02305","Fère-en-Tardenois",,
"02194","Cilly","22","02","02468","Marle",,
"02195","Ciry-Salsogne","22","02","02722","Soissons",,
"02196","Clacy-et-Thierret","22","02","02408","Laon",,
"02197","Clairfontaine","22","02","02141","La Capelle",,
"02198","Clamecy","22","02","02722","Soissons",,
"02199","Clastres","22","02","80410","Ham",,
"02200","Clermont-les-Fermes","22","02","02408","Laon",,
"02201","Coeuvres-et-Valsery","22","02","02795","Vic-sur-Aisne",,
"02203","Coincy","22","02","02305","Fère-en-Tardenois",,
"02204","Coingt","22","02","02381","Hirson",,
"02205","Colligis-Crandelain","22","02","02408","Laon",,
"02206","Colonfay","22","02","02361","Guise",,
"02207","Commenchon","22","02","02173","Chauny",,
"02208","Concevreux","22","02","51250","Fismes",,
"02209","Condé-en-Brie","22","02","02168","Château-Thierry",,
"02210","Condé-sur-Aisne","22","02","02722","Soissons",,
"02211","Condé-sur-Suippe","22","02","51454","Reims",,
"02212","Condren","22","02","02738","Tergnier",,
"02213","Connigis","22","02","02168","Château-Thierry",,
"02214","Contescourt","22","02","02691","Saint-Quentin",,
"02215","Corbeny","22","02","51454","Reims",,
"02216","Corcy","22","02","02810","Villers-Cotterêts",,
"02217","Coucy-le-Château-Auffrique","22","02","02173","Chauny",,
"02218","Coucy-lès-Eppes","22","02","02408","Laon",,
"02219","Coucy-la-Ville","22","02","02173","Chauny",,
"02220","Coulonges-Cohan","22","02","02305","Fère-en-Tardenois",,
"02221","Coupru","22","02","02163","Charly-sur-Marne",,
"02222","Courbes","22","02","02738","Tergnier",,
"02223","Courboin","22","02","02168","Château-Thierry",,
"02224","Courcelles-sur-Vesle","22","02","51250","Fismes",,
"02225","Courchamps","22","02","02168","Château-Thierry",,
"02226","Courmelles","22","02","02722","Soissons",,
"02227","Courmont","22","02","02305","Fère-en-Tardenois",,
"02228","Courtemont-Varennes","22","02","51217","Dormans",,
"02229","Courtrizy-et-Fussigny","22","02","51454","Reims",,
"02230","Couvrelles","22","02","02722","Soissons",,
"02231","Couvron-et-Aumencourt","22","02","02408","Laon",,
"02232","Coyolles","22","02","02810","Villers-Cotterêts",,
"02233","Cramaille","22","02","02305","Fère-en-Tardenois",,
"02234","Craonne","22","02","51250","Fismes",,
"02235","Craonnelle","22","02","51250","Fismes",,
"02236","Crécy-au-Mont","22","02","02722","Soissons",,
"02237","Crécy-sur-Serre","22","02","02408","Laon",,
"02238","Crépy","22","02","02408","Laon",,
"02239","Crézancy","22","02","02168","Château-Thierry",,
"02240","Croix-Fonsommes","22","02","02095","Bohain-en-Vermandois",,
"02241","La Croix-sur-Ourcq","22","02","02305","Fère-en-Tardenois",,
"02242","Crouttes-sur-Marne","22","02","02163","Charly-sur-Marne",,
"02243","Crouy","22","02","02722","Soissons",,
"02244","Crupilly","22","02","02361","Guise",,
"02245","Cuffies","22","02","02722","Soissons",,
"02246","Cugny","22","02","80410","Ham",,
"02248","Cuirieux","22","02","02468","Marle",,
"02249","Cuiry-Housse","22","02","02722","Soissons",,
"02250","Cuiry-lès-Chaudardes","22","02","51250","Fismes",,
"02251","Cuiry-lès-Iviers","22","02","02381","Hirson",,
"02252","Cuissy-et-Geny","22","02","51250","Fismes",,
"02253","Cuisy-en-Almont","22","02","02722","Soissons",,
"02254","Cutry","22","02","02795","Vic-sur-Aisne",,
"02255","Cys-la-Commune","22","02","02722","Soissons",,
"02256","Dagny-Lambercy","22","02","02789","Vervins",,
"02257","Dallon","22","02","02691","Saint-Quentin",,
"02258","Dammard","22","02","02810","Villers-Cotterêts",,
"02259","Dampleux","22","02","02810","Villers-Cotterêts",,
"02260","Danizy","22","02","02738","Tergnier",,
"02261","Dercy","22","02","02468","Marle",,
"02262","Deuillet","22","02","02738","Tergnier",,
"02263","Dhuizel","22","02","51250","Fismes",,
"02264","Dizy-le-Gros","22","02","51454","Reims",,
"02265","Dohis","22","02","02381","Hirson",,
"02266","Dolignon","22","02","02789","Vervins",,
"02267","Dommiers","22","02","02722","Soissons",,
"02268","Domptin","22","02","02163","Charly-sur-Marne",,
"02269","Dorengt","22","02","02558","Le Nouvion-en-Thiérache",,
"02270","Douchy","22","02","80410","Ham",,
"02271","Dravegny","22","02","51250","Fismes",,
"02272","Droizy","22","02","02722","Soissons",,
"02273","Dury","22","02","80410","Ham",,
"02274","Ébouleau","22","02","02468","Marle",,
"02275","Effry","22","02","02381","Hirson",,
"02276","Englancourt","22","02","02789","Vervins",,
"02277","Épagny","22","02","02722","Soissons",,
"02278","Éparcy","22","02","02381","Hirson",,
"02279","Épaux-Bézu","22","02","02168","Château-Thierry",,
"02280","Épieds","22","02","02168","Château-Thierry",,
"02281","L'Épine-aux-Bois","22","02","51380","Montmirail",,
"02282","Eppes","22","02","02408","Laon",,
"02283","Erlon","22","02","02468","Marle",,
"02284","Erloy","22","02","02141","La Capelle",,
"02286","Esquéhéries","22","02","02558","Le Nouvion-en-Thiérache",,
"02287","Essigny-le-Grand","22","02","02691","Saint-Quentin",,
"02288","Essigny-le-Petit","22","02","02691","Saint-Quentin",,
"02289","Essises","22","02","02168","Château-Thierry",,
"02290","Essômes-sur-Marne","22","02","02168","Château-Thierry",,
"02291","Estrées","22","02","59139","Caudry",,
"02292","Étampes-sur-Marne","22","02","02168","Château-Thierry",,
"02293","Étaves-et-Bocquiaux","22","02","02095","Bohain-en-Vermandois",,
"02294","Étouvelles","22","02","02408","Laon",,
"02295","Étréaupont","22","02","02789","Vervins",,
"02296","Étreillers","22","02","02691","Saint-Quentin",,
"02297","Étrépilly","22","02","02168","Château-Thierry",,
"02298","Étreux","22","02","02558","Le Nouvion-en-Thiérache",,
"02299","Évergnicourt","22","02","08362","Rethel",,
"02301","Faucoucourt","22","02","02018","Pinon",,
"02302","Faverolles","22","02","02810","Villers-Cotterêts",,
"02303","Fayet","22","02","02691","Saint-Quentin",,
"02304","La Fère","22","02","02738","Tergnier",,
"02305","Fère-en-Tardenois","22","02","02305","Fère-en-Tardenois",,
"02306","La Ferté-Chevresis","22","02","02408","Laon",,
"02307","La Ferté-Milon","22","02","02810","Villers-Cotterêts",,
"02308","Fesmy-le-Sart","22","02","02558","Le Nouvion-en-Thiérache",,
"02309","Festieux","22","02","02408","Laon",,
"02310","Fieulaine","22","02","02095","Bohain-en-Vermandois",,
"02311","Filain","22","02","02408","Laon",,
"02312","La Flamengrie","22","02","02141","La Capelle",,
"02313","Flavigny-le-Grand-et-Beaurain","22","02","02361","Guise",,
"02315","Flavy-le-Martel","22","02","80410","Ham",,
"02316","Fleury","22","02","02810","Villers-Cotterêts",,
"02317","Fluquières","22","02","80410","Ham",,
"02318","Folembray","22","02","02173","Chauny",,
"02319","Fonsommes","22","02","02095","Bohain-en-Vermandois",,
"02320","Fontaine-lès-Clercs","22","02","02691","Saint-Quentin",,
"02321","Fontaine-lès-Vervins","22","02","02789","Vervins",,
"02322","Fontaine-Notre-Dame","22","02","02691","Saint-Quentin",,
"02323","Fontaine-Uterte","22","02","02095","Bohain-en-Vermandois",,
"02324","Fontenelle","22","02","02558","Le Nouvion-en-Thiérache",,
"02325","Fontenelle-en-Brie","22","02","51380","Montmirail",,
"02326","Fontenoy","22","02","02795","Vic-sur-Aisne",,
"02327","Foreste","22","02","80410","Ham",,
"02328","Fossoy","22","02","02168","Château-Thierry",,
"02329","Fourdrain","22","02","02738","Tergnier",,
"02330","Francilly-Selency","22","02","02691","Saint-Quentin",,
"02331","Franqueville","22","02","02789","Vervins",,
"02332","Fresnes-en-Tardenois","22","02","02305","Fère-en-Tardenois",,
"02333","Fresnes","22","02","02738","Tergnier",,
"02334","Fresnoy-le-Grand","22","02","02095","Bohain-en-Vermandois",,
"02335","Fressancourt","22","02","02738","Tergnier",,
"02336","Frières-Faillouël","22","02","02738","Tergnier",,
"02337","Froidestrées","22","02","02141","La Capelle",,
"02338","Froidmont-Cohartille","22","02","02468","Marle",,
"02339","Gandelu","22","02","77257","Lizy-sur-Ourcq",,
"02340","Gauchy","22","02","02691","Saint-Quentin",,
"02341","Gercy","22","02","02789","Vervins",,
"02342","Gergny","22","02","02141","La Capelle",,
"02343","Germaine","22","02","80410","Ham",,
"02344","Gernicourt","22","02","51454","Reims",,
"02345","Gibercourt","22","02","02738","Tergnier",,
"02346","Gizy","22","02","02408","Laon",,
"02347","Gland","22","02","02168","Château-Thierry",,
"02348","Glennes","22","02","51250","Fismes",,
"02349","Goudelancourt-lès-Berrieux","22","02","51454","Reims",,
"02350","Goudelancourt-lès-Pierrepont","22","02","02468","Marle",,
"02351","Goussancourt","22","02","51217","Dormans",,
"02352","Gouy","22","02","59139","Caudry",,
"02353","Grandlup-et-Fay","22","02","02408","Laon",,
"02354","Grandrieux","22","02","02381","Hirson",,
"02355","Gricourt","22","02","02691","Saint-Quentin",,
"02356","Grisolles","22","02","02168","Château-Thierry",,
"02357","Gronard","22","02","02789","Vervins",,
"02358","Grougis","22","02","02095","Bohain-en-Vermandois",,
"02359","Grugies","22","02","02691","Saint-Quentin",,
"02360","Guignicourt","22","02","51454","Reims",,
"02361","Guise","22","02","02361","Guise",,
"02362","Guivry","22","02","02173","Chauny",,
"02363","Guny","22","02","02173","Chauny",,
"02364","Guyencourt","22","02","51250","Fismes",,
"02366","Hannapes","22","02","02558","Le Nouvion-en-Thiérache",,
"02367","Happencourt","22","02","02691","Saint-Quentin",,
"02368","Haramont","22","02","02810","Villers-Cotterêts",,
"02369","Harcigny","22","02","02789","Vervins",,
"02370","Hargicourt","22","02","80620","Péronne",,
"02371","Harly","22","02","02691","Saint-Quentin",,
"02372","Hartennes-et-Taux","22","02","02722","Soissons",,
"02373","Hary","22","02","02789","Vervins",,
"02374","Lehaucourt","22","02","02691","Saint-Quentin",,
"02375","Hautevesnes","22","02","02810","Villers-Cotterêts",,
"02376","Hauteville","22","02","02361","Guise",,
"02377","Haution","22","02","02789","Vervins",,
"02378","La Hérie","22","02","02381","Hirson",,
"02379","Le Hérie-la-Viéville","22","02","02361","Guise",,
"02380","Hinacourt","22","02","02738","Tergnier",,
"02381","Hirson","22","02","02381","Hirson",,
"02382","Holnon","22","02","02691","Saint-Quentin",,
"02383","Homblières","22","02","02691","Saint-Quentin",,
